,path
423,55
424,55
425,55
426,55
427,55
428,55
429,55
430,55
431,55
432,55
433,55
434,55
435,55
436,55
437,55
438,55
439,55
440,55
441,55
442,55
443,55
444,55
445,55
446,55
447,55
448,55
449,55
450,55
451,55
452,55
453,55
454,55
455,55
456,55
457,55
458,55
459,55
460,55
461,55
462,55
463,55
464,55
465,55
466,55
467,55
468,55
469,55
470,55
471,55
472,55
473,55
474,55
475,55
476,55
477,55
478,55
479,55
480,55
481,55
482,55
483,55
484,55
485,55
486,55
487,55
488,55
489,55
490,55
491,55
492,55
493,55
494,55
495,55
496,55
497,55
498,55
499,55
500,55
501,55
502,55
503,55
504,55
505,55
506,55
507,55
508,55
509,55
510,55
511,55
512,55
513,55
514,55
515,55
516,55
517,55
518,55
519,55
520,55
521,55
522,55
523,55
524,55
525,55
526,55
527,55
528,55
529,55
530,55
531,55
532,55
533,55
534,55
535,55
536,55
537,55
538,55
539,55
540,55
541,55
542,55
543,55
544,55
545,55
546,55
547,55
548,55
549,55
550,55
551,55
552,55
553,55
554,55
555,55
556,55
557,55
558,55
559,55
560,55
561,55
562,55
563,55
564,55
565,55
566,55
567,55
568,55
569,55
570,55
571,55
572,55
573,55
574,55
575,55
576,55
577,55
578,55
579,55
580,55
581,55
582,55
583,55
584,55
585,55
586,55
587,55
588,55
589,55
590,55
591,55
592,55
593,55
594,55
595,55
596,55
597,55
598,55
599,55
600,55
601,55
602,55
603,55
604,55
605,55
606,55
607,55
608,55
609,55
610,55
611,55
612,55
613,55
614,55
615,55
616,55
617,55
618,55
619,55
620,55
621,55
622,55
623,55
624,55
625,55
626,55
627,55
628,55
629,55
630,55
631,55
632,55
633,55
634,55
635,55
636,55
637,55
638,55
639,55
640,55
641,55
642,55
643,55
644,55
645,55
646,55
647,55
648,55
649,55
650,55
651,55
652,55
653,55
654,55
655,55
656,55
657,55
658,55
659,55
660,55
661,55
662,55
663,55
664,55
665,55
666,55
667,55
668,55
669,55
670,55
671,55
672,55
673,55
674,55
675,55
676,55
677,55
678,55
679,55
680,55
681,55
682,55
683,55
684,55
685,55
686,55
687,55
688,55
689,55
690,55
691,55
692,55
693,55
694,55
695,55
696,55
697,55
698,55
699,55
700,55
701,55
702,55
703,55
704,55
705,55
706,55
707,55
708,55
709,55
710,55
711,55
712,55
713,55
714,55
715,55
716,55
717,55
718,55
719,55
720,55
721,55
722,55
723,55
724,55
725,55
726,55
727,55
728,55
729,55
730,55
731,55
732,55
733,55
734,55
735,55
736,55
737,55
738,55
739,55
740,55
741,55
742,55
743,55
744,55
745,55
746,55
747,55
748,55
749,55
750,55
751,55
752,55
753,55
754,55
755,55
756,55
757,55
758,55
759,55
760,55
761,55
762,55
763,55
764,55
765,55
766,55
767,55
768,55
769,55
770,55
771,55
772,55
773,55
774,55
775,55
776,55
777,55
778,55
779,55
780,55
781,55
782,55
783,55
784,55
785,55
786,55
787,55
788,55
789,55
790,55
791,55
792,55
793,55
794,55
795,55
796,55
797,55
798,55
799,55
800,55
801,55
802,55
803,55
804,55
805,55
806,55
807,55
808,55
809,55
810,55
811,55
812,55
813,55
814,55
815,55
816,55
817,55
818,56
819,56
820,56
821,56
822,56
823,56
824,56
825,56
826,56
827,56
828,56
829,56
830,56
831,56
832,56
833,56
834,56
835,56
836,56
837,56
838,56
839,56
840,56
841,56
842,56
843,56
844,56
845,56
846,56
847,56
848,56
849,56
850,56
851,56
852,56
853,56
854,56
855,56
856,56
857,56
858,56
859,56
860,56
861,56
862,56
863,56
864,56
865,56
866,56
867,56
868,56
869,56
870,56
871,56
872,56
873,56
874,56
875,56
876,56
877,56
878,56
879,56
880,56
881,56
882,56
883,56
884,56
885,56
886,56
887,56
888,56
889,56
890,56
891,56
892,56
893,56
894,56
895,56
896,56
897,56
898,56
899,56
900,56
901,56
902,56
903,56
904,56
905,56
906,56
907,56
908,56
909,56
910,56
911,56
912,56
913,56
914,56
915,56
916,56
917,56
918,56
919,56
920,56
921,56
922,56
923,56
924,56
925,56
926,56
927,56
928,56
929,56
930,56
931,56
932,56
933,56
934,56
935,56
936,56
937,56
938,56
939,56
940,56
941,56
942,56
943,56
944,56
945,56
946,56
947,56
948,56
949,56
950,56
951,56
952,56
953,56
954,56
955,56
956,56
957,56
958,56
959,56
960,56
961,56
962,56
963,56
964,56
965,56
966,56
967,56
968,56
969,56
970,56
971,56
972,56
973,56
974,56
975,56
976,56
977,56
978,56
979,56
980,56
981,56
982,56
983,56
984,56
985,56
986,56
987,56
988,56
989,56
990,56
991,56
992,56
993,56
994,56
995,56
996,56
997,56
998,56
999,56
1000,56
1001,56
1002,56
1003,56
1004,56
1005,56
1006,56
1007,56
1008,56
1009,56
1010,56
1011,56
1012,56
1013,56
1014,56
1015,56
1016,56
1017,56
1018,56
1019,56
1020,56
1021,56
1022,56
1023,56
1024,56
1025,56
1026,56
1027,56
1028,56
1029,56
1030,56
1031,56
1032,56
1033,56
1034,56
1035,56
1036,56
1037,56
1038,56
1039,56
1040,56
1041,56
1042,56
1043,56
1044,56
1045,56
1046,56
1047,56
1048,56
1049,56
1050,56
1051,56
1052,56
1053,56
1054,56
1055,56
1056,56
1057,56
1058,56
1059,56
1060,56
1061,56
1062,56
1063,56
1064,56
1065,56
1066,56
1067,56
1068,56
1069,56
1070,56
1071,56
1072,56
1073,56
1074,56
1075,56
1076,56
1077,56
1078,56
1079,56
1080,56
1081,56
1082,56
1083,56
1084,56
1085,56
1086,56
1087,56
1088,56
1089,56
1090,56
1091,56
1092,56
1093,56
1094,56
1095,56
1096,56
1097,56
1098,56
1099,56
1100,56
1101,56
1102,56
1103,56
1104,56
1105,56
1106,56
1107,56
1108,56
1109,56
1110,56
1111,56
1112,56
1113,56
1114,56
1115,56
1116,56
1117,56
1118,56
1119,56
1120,56
1121,56
1122,56
1123,56
1124,56
1125,56
1126,56
1127,56
1128,56
1129,56
1130,56
1131,56
1132,56
1133,56
1134,56
1135,56
1136,56
1137,56
1138,56
1139,56
1140,56
1141,56
1142,56
1143,56
1144,56
1145,56
1146,56
1147,56
1148,56
1149,56
1150,56
1151,56
1152,56
1153,56
1154,56
1155,56
1156,56
1157,56
1158,56
1159,56
1160,56
1161,56
1162,56
1163,56
1164,56
1165,56
1166,56
1167,56
1168,56
1169,56
1170,56
1171,56
1172,56
1173,56
1174,56
1175,56
1176,56
1177,56
1178,56
1179,56
1180,56
1181,56
1182,56
1183,56
1184,56
1185,56
1186,56
1187,56
1188,56
1189,56
1190,56
1191,56
1192,56
1193,56
1194,56
1195,56
1196,56
1197,56
1198,56
1199,56
1200,56
1201,56
1202,56
1203,56
1204,56
1205,56
1206,56
1207,56
1208,56
1209,56
1210,56
1211,56
1212,56
1213,56
1214,56
1215,56
1216,56
1217,56
1218,56
1219,56
1220,56
1221,56
1222,56
1223,56
1224,56
1225,56
1226,56
1227,56
1228,56
1229,56
1230,56
1231,56
1232,56
1233,56
1234,56
1235,56
1236,56
1237,56
1238,56
1239,56
1240,56
1241,56
1242,56
1243,56
1244,56
1245,56
1246,56
1247,56
1248,56
1249,56
1250,56
1251,56
1252,56
1253,56
1254,56
1255,56
1256,56
1257,56
1258,56
1259,56
1260,56
1261,56
1262,56
1263,56
1264,56
1265,56
1266,56
1267,56
1268,56
1269,56
1270,56
1271,56
1272,56
1273,56
1274,56
1275,56
1276,56
1277,56
1278,56
1279,56
1280,56
1281,56
1282,56
1283,56
1284,56
1285,56
1286,56
1287,56
1288,56
1289,56
1290,56
1291,56
1292,56
1293,56
1294,56
1295,56
1296,56
1297,56
1298,56
1299,56
1300,56
1301,56
1302,56
1303,56
1304,56
1305,56
1306,56
1307,56
1308,56
1309,56
1310,56
1311,56
1312,56
1313,56
1314,56
1315,56
1316,56
1317,56
1318,56
1319,56
1320,56
1321,56
1322,56
1323,56
1324,56
1325,56
1326,56
1327,56
1328,56
1329,56
1330,56
1331,56
1332,56
1333,56
1334,56
1335,56
1336,56
1337,56
1338,56
1339,56
1340,56
1341,56
1342,56
1343,56
1344,56
1345,56
1346,56
1347,56
1348,56
1349,56
1350,56
1351,56
1352,56
1353,56
1354,56
1355,56
1356,56
1357,56
1358,56
1359,56
1360,56
1361,56
1362,56
1363,56
1364,56
1365,56
1366,56
1367,56
1368,56
1369,56
1370,56
1371,56
1372,56
1373,56
1374,56
1375,56
1376,56
1377,56
1378,56
1379,56
1380,56
1381,56
1382,56
1383,56
1384,56
1385,56
1386,56
1387,56
1388,56
1389,56
1390,56
1391,56
1392,56
1393,56
1394,56
1395,56
1396,56
1397,56
1398,56
1399,56
1400,56
1401,56
1402,56
1403,56
1404,56
1405,56
1406,56
1407,56
1408,56
1409,56
1410,56
1411,56
1412,56
1413,56
1414,56
1415,56
1416,56
1417,56
1418,56
1419,56
1420,56
1421,56
1422,56
1423,56
1424,56
1425,56
1426,56
1427,56
1428,56
1429,56
1430,56
1431,56
1432,56
1433,56
1434,56
1435,56
1436,56
1437,56
1438,56
1439,56
1440,56
1441,56
1442,56
1443,56
1444,56
1445,56
1446,56
1447,56
1448,56
1449,56
1450,56
1451,56
1452,56
1453,56
1454,56
1455,56
1456,56
1457,56
1458,56
1459,56
1460,56
1461,56
1462,56
1463,56
1464,56
1465,56
1466,56
1467,56
1468,56
1469,56
1470,56
1471,56
1472,56
1473,56
1474,56
1475,56
1476,56
1477,56
1478,56
1479,56
1480,56
1481,56
1482,56
1483,56
1484,56
1485,56
1486,56
1487,56
1488,56
1489,56
1490,56
1491,56
1492,56
1493,56
1494,56
1495,56
1496,56
1497,56
1498,56
1499,56
1500,56
1501,56
1502,56
1503,56
1504,56
1505,56
1506,56
1507,56
1508,56
1509,56
1510,56
1511,56
1512,56
1513,56
1514,56
1515,56
1516,56
1517,56
1518,56
1519,56
1520,56
1521,56
1522,56
1523,56
1524,56
1525,56
1526,56
1527,56
1528,56
1529,56
1530,56
1531,56
1532,56
1533,56
1534,56
1535,56
1536,56
1537,56
1538,56
1539,56
1540,56
1541,56
1542,56
1543,56
1544,56
1545,56
1546,56
1547,56
1548,56
1549,56
1550,56
1551,56
1552,56
1553,56
1554,56
1555,56
1556,56
1557,56
1558,56
1559,56
1560,56
1561,56
1562,56
1563,56
1564,56
1565,56
1566,56
1567,56
1568,56
1569,56
1570,56
1571,56
1572,56
1573,56
1574,56
1575,56
1576,56
1577,56
1578,56
1579,56
1580,56
1581,56
1582,56
1583,56
1584,56
1585,56
1586,56
1587,56
1588,56
1589,56
1590,56
1591,56
1592,56
1593,56
1594,56
1595,56
1596,56
1597,56
1598,56
1599,56
1600,56
1601,56
1602,56
1603,56
1604,56
1605,56
1606,56
1607,56
1608,56
1609,56
1610,56
1611,56
1612,56
1613,56
1614,56
1615,56
1616,56
1617,56
1618,56
1619,56
1620,56
1621,56
1622,56
1623,56
1624,56
1625,56
1626,56
1627,56
1628,56
1629,56
1630,56
1631,56
1632,56
1633,56
1634,56
1635,56
1636,56
1637,56
1638,56
1639,56
1640,56
1641,56
1642,56
1643,56
1644,56
1645,56
1646,56
1647,56
1648,56
1649,56
1650,56
1651,56
1652,56
1653,56
1654,56
1655,56
1656,56
1657,56
1658,56
1659,56
1660,56
1661,56
1662,56
1663,56
1664,56
1665,56
1666,56
1667,56
1668,56
1669,56
1670,56
1671,56
1672,56
1673,56
1674,56
1675,56
1676,56
1677,56
1678,56
1679,56
1680,56
1681,56
1682,56
1683,56
1684,56
1685,56
1686,56
1687,56
1688,56
1689,56
1690,56
1691,56
1692,56
1693,56
1694,56
1695,56
1696,56
1697,56
1698,56
1699,56
1700,56
1701,56
1702,56
1703,56
1704,56
1705,56
1706,56
1707,56
1708,56
1709,56
1710,56
1711,56
1712,56
1713,56
1714,56
1715,56
1716,56
1717,56
1718,56
1719,56
1720,56
1721,56
1722,56
1723,56
1724,56
1725,56
1726,56
1727,56
1728,56
1729,56
1730,56
1731,56
1732,56
1733,56
1734,56
1735,56
1736,56
1737,56
1738,56
1739,56
1740,56
1741,56
1742,56
1743,56
1744,56
1745,56
1746,56
1747,56
1748,56
1749,56
1750,56
1751,56
1752,56
1753,56
1754,56
1755,56
1756,56
1757,56
1758,56
1759,56
1760,56
1761,56
1762,56
1763,56
1764,56
1765,56
1766,56
1767,56
1768,56
1769,56
1770,56
1771,56
1772,56
1773,56
1774,56
1775,56
1776,56
1777,56
1778,56
1779,56
1780,56
1781,56
1782,56
1783,56
1784,56
1785,56
1786,56
1787,56
1788,56
1789,56
1790,56
1791,56
1792,56
1793,56
1794,56
1795,56
1796,56
1797,56
1798,56
1799,56
1800,56
1801,56
1802,56
1803,56
1804,56
1805,56
1806,56
1807,56
1808,56
1809,56
1810,56
1811,56
1812,56
1813,56
1814,56
1815,56
1816,56
1817,56
1818,56
1819,56
1820,56
1821,56
1822,56
1823,56
1824,56
1825,56
1826,56
1827,56
1828,56
1829,56
1830,56
1831,56
1832,56
1833,56
1834,56
1835,56
1836,56
1837,56
1838,56
1839,56
1840,56
1841,56
1842,56
1843,56
1844,56
1845,56
1846,56
1847,56
1848,56
1849,56
1850,56
1851,56
1852,56
1853,56
1854,56
1855,56
1856,56
1857,56
1858,56
1859,56
1860,56
1861,56
1862,56
1863,56
1864,56
1865,56
1866,56
1867,56
1868,56
1869,56
1870,56
1871,56
1872,56
1873,56
1874,56
1875,56
1876,56
1877,56
1878,56
1879,56
1880,56
1881,56
1882,56
1883,56
1884,56
1885,56
1886,56
1887,56
1888,56
1889,56
1890,56
1891,56
1892,56
1893,56
1894,56
1895,56
1896,56
1897,56
1898,56
1899,56
1900,56
1901,56
1902,56
1903,56
1904,56
1905,56
1906,56
1907,56
1908,56
1909,56
1910,56
1911,56
1912,56
1913,56
1914,56
1915,56
1916,56
1917,56
1918,56
1919,56
1920,56
1921,56
1922,56
1923,56
1924,56
1925,56
1926,56
1927,56
1928,56
1929,56
1930,56
1931,56
1932,56
1933,56
1934,56
1935,56
1936,56
1937,56
1938,56
1939,56
1940,56
1941,56
1942,56
1943,56
1944,56
1945,56
1946,56
1947,56
1948,56
1949,56
1950,56
1951,56
1952,56
1953,56
1954,56
1955,56
1956,56
1957,56
1958,56
1959,56
1960,56
1961,56
1962,56
1963,56
1964,56
1965,56
1966,56
1967,56
1968,56
1969,56
1970,56
1971,56
1972,56
1973,56
1974,56
1975,56
1976,56
1977,56
1978,56
1979,56
1980,56
1981,56
1982,56
1983,56
1984,56
1985,56
1986,56
1987,56
1988,56
1989,56
1990,56
1991,56
1992,56
1993,56
1994,56
1995,56
1996,56
1997,56
1998,56
1999,56
2000,56
2001,56
2002,56
2003,56
2004,56
2005,56
2006,56
2007,56
2008,56
2009,56
2010,56
2011,56
2012,56
2013,56
2014,56
2015,56
2016,56
2017,56
2018,56
2019,56
2020,56
2021,56
2022,56
2023,56
2024,56
2025,56
2026,56
2027,56
2028,56
2029,56
2030,56
2031,56
2032,56
2033,56
2034,56
2035,56
2036,56
2037,56
2038,56
2039,56
2040,56
2041,56
2042,56
2043,56
2044,56
2045,56
2046,56
2047,56
2048,56
2049,56
2050,56
2051,56
2052,56
2053,56
2054,56
2055,56
2056,56
2057,56
2058,56
2059,56
2060,56
2061,56
2062,56
2063,56
2064,56
2065,56
2066,56
2067,56
2068,56
2069,56
2070,56
2071,56
2072,56
2073,56
2074,56
2075,56
2076,56
2077,56
2078,56
2079,56
2080,56
2081,56
2082,56
2083,56
2084,56
2085,56
2086,56
2087,56
2088,56
2089,56
2090,56
2091,56
2092,56
2093,56
2094,56
2095,56
2096,56
2097,56
2098,56
2099,56
2100,56
2101,56
2102,56
2103,56
2104,56
2105,56
2106,56
2107,56
2108,56
2109,56
2110,56
2111,56
2112,56
2113,56
2114,56
2115,56
2116,56
2117,56
2118,56
2119,56
2120,56
2121,56
2122,56
2123,56
2124,56
2125,56
2126,56
2127,56
2128,56
2129,56
2130,56
2131,56
2132,56
2133,56
2134,56
2135,56
2136,56
2137,56
2138,56
2139,56
2140,56
2141,56
2142,56
2143,56
2144,56
2145,56
2146,56
2147,56
2148,56
2149,56
2150,56
2151,56
2152,56
2153,56
2154,56
2155,56
2156,56
2157,56
2158,56
2159,56
2160,56
2161,56
2162,56
2163,56
2164,56
2165,56
2166,56
2167,56
2168,56
2169,56
2170,56
2171,56
2172,56
2173,56
2174,56
2175,56
2176,56
2177,56
2178,56
2179,56
2180,56
2181,56
2182,56
2183,56
2184,56
2185,56
2186,56
2187,56
2188,56
2189,56
2190,56
2191,56
2192,56
2193,56
2194,56
2195,56
2196,56
2197,56
2198,56
2199,56
2200,56
2201,56
2202,56
2203,56
2204,56
2205,56
2206,56
2207,56
2208,56
2209,56
2210,56
2211,56
2212,56
2213,56
2214,56
2215,56
2216,56
2217,56
2218,56
2219,56
2220,56
2221,56
2222,56
2223,56
2224,56
2225,56
2226,56
2227,56
2228,56
2229,56
2230,56
2231,56
2232,56
2233,56
2234,56
2235,56
2236,56
2237,56
2238,56
2239,56
2240,56
2241,56
2242,56
2243,56
2244,56
2245,56
2246,56
2247,56
2248,56
2249,56
2250,56
2251,56
2252,56
2253,56
2254,56
2255,56
2256,56
2257,56
2258,56
2259,56
2260,56
2261,56
2262,56
2263,56
2264,56
2265,56
2266,56
2267,56
2268,56
2269,56
2270,56
2271,56
2272,56
2273,56
2274,56
2275,56
2276,56
2277,56
2278,56
2279,56
2280,56
2281,56
2282,56
2283,56
2284,56
2285,56
2286,56
2287,56
2288,56
2289,56
2290,56
2291,56
2292,56
2293,56
2294,56
2295,56
2296,56
2297,56
2298,56
2299,56
2300,56
2301,56
2302,56
2303,56
2304,56
2305,56
2306,56
2307,56
2308,56
2309,56
2310,56
2311,56
2312,56
2313,56
2314,56
2315,56
2316,56
2317,56
2318,56
2319,56
2320,56
2321,56
2322,56
2323,56
2324,56
2325,56
2326,56
2327,56
2328,56
2329,56
2330,56
2331,56
2332,56
2333,56
2334,56
2335,56
2336,56
2337,56
2338,56
2339,56
2340,56
2341,56
2342,56
2343,56
2344,56
2345,56
2346,56
2347,56
2348,56
2349,56
2350,56
2351,56
2352,56
2353,56
2354,56
2355,56
2356,56
2357,56
2358,56
2359,56
2360,56
2361,56
2362,56
2363,56
2364,56
2365,56
2366,56
2367,56
2368,56
2369,56
2370,56
2371,56
2372,56
2373,56
2374,56
2375,56
2376,56
2377,56
2378,56
2379,56
2380,56
2381,56
2382,56
2383,56
2384,56
2385,56
2386,56
2387,56
2388,56
2389,56
2390,56
2391,56
2392,56
2393,56
2394,56
2395,56
2396,56
2397,56
2398,56
2399,56
2400,56
2401,56
2402,56
2403,56
2404,56
2405,56
2406,56
2407,56
2408,56
2409,56
2410,56
2411,56
2412,56
2413,56
2414,56
2415,56
2416,56
2417,56
2418,56
2419,56
2420,56
2421,56
2422,56
2423,56
2424,56
2425,56
2426,56
2427,56
2428,56
2429,56
2430,56
2431,56
2432,56
2433,56
2434,56
2435,56
2436,56
2437,56
2438,56
2439,56
2440,56
2441,56
2442,56
2443,56
2444,56
2445,56
2446,56
2447,56
2448,56
2449,56
2450,56
2451,56
2452,56
2453,56
2454,56
2455,56
2456,56
2457,56
2458,56
2459,56
2460,56
2461,56
2462,56
2463,56
2464,56
2465,56
2466,56
2467,56
2468,56
2469,56
2470,56
2471,56
2472,56
2473,56
2474,56
2475,56
2476,56
2477,56
2478,56
2479,56
2480,56
2481,56
2482,56
2483,56
2484,56
2485,56
2486,56
2487,56
2488,56
2489,56
2490,56
2491,56
2492,56
2493,56
2494,56
2495,56
2496,56
2497,56
2498,56
2499,56
2500,56
2501,56
2502,56
2503,56
2504,56
2505,56
2506,56
2507,56
2508,56
2509,56
2510,56
2511,56
2512,56
2513,56
2514,56
2515,56
2516,56
2517,56
2518,56
2519,56
2520,56
2521,56
2522,56
2523,56
2524,56
2525,56
2526,56
2527,56
2528,56
2529,56
2530,56
2531,56
2532,56
2533,56
2534,56
2535,56
2536,56
2537,56
2538,56
2539,56
2540,56
2541,56
2542,56
2543,56
2544,56
2545,56
2546,56
2547,56
2548,56
2549,56
2550,56
2551,56
2552,56
2553,56
2554,56
2555,56
2556,56
2557,56
2558,56
2559,56
2560,56
2561,56
2562,56
2563,56
2564,56
2565,56
2566,56
2567,56
2568,56
2569,56
2570,56
2571,56
2572,56
2573,56
2574,56
2575,56
2576,56
2577,56
2578,56
2579,56
2580,56
2581,56
2582,56
2583,56
2584,56
2585,56
2586,56
2587,56
2588,56
2589,56
2590,56
2591,56
2592,56
2593,56
2594,56
2595,56
2596,56
2597,56
2598,56
2599,56
2600,56
2601,56
2602,56
2603,56
2604,56
2605,56
2606,56
2607,56
2608,56
2609,56
2610,56
2611,56
2612,56
2613,56
2614,56
2615,56
2616,56
2617,56
2618,56
2619,56
2620,56
2621,56
2622,56
2623,56
2624,56
2625,56
2626,56
2627,56
2628,56
2629,56
2630,56
2631,56
2632,56
2633,56
2634,56
2635,56
2636,56
2637,56
2638,56
2639,56
2640,56
2641,56
2642,56
2643,56
2644,56
2645,56
2646,56
2647,56
2648,56
2649,56
2650,56
2651,56
2652,56
2653,56
2654,56
2655,56
2656,56
2657,56
2658,56
2659,56
2660,56
2661,56
2662,56
2663,56
2664,56
2665,56
2666,56
2667,56
2668,56
2669,56
2670,56
2671,56
2672,56
2673,56
2674,56
2675,56
2676,56
2677,56
2678,56
2679,56
2680,56
2681,56
2682,56
2683,56
2684,56
2685,56
2686,56
2687,56
2688,56
2689,56
2690,56
2691,56
2692,56
2693,56
2694,56
2695,56
2696,56
2697,56
2698,56
2699,56
2700,56
2701,56
2702,56
2703,56
2704,56
2705,56
2706,56
2707,56
2708,56
2709,56
2710,56
2711,56
2712,56
2713,56
2714,56
2715,56
2716,56
2717,56
2718,56
2719,56
2720,56
2721,56
2722,56
2723,56
2724,56
2725,56
2726,56
2727,56
2728,56
2729,56
2730,56
2731,56
2732,56
2733,56
2734,56
2735,56
2736,56
2737,56
2738,56
2739,56
2740,56
2741,56
2742,56
2743,56
2744,56
2745,56
2746,56
2747,56
2748,56
2749,56
2750,56
2751,56
2752,56
2753,56
2754,56
2755,56
2756,56
2757,56
2758,56
2759,56
2760,56
2761,56
2762,56
2763,56
2764,56
2765,56
2766,56
2767,56
2768,56
2769,56
2770,56
2771,56
2772,56
2773,56
2774,56
2775,56
2776,56
2777,56
2778,56
2779,56
2780,56
2781,56
2782,56
2783,56
2784,56
2785,56
2786,56
2787,56
2788,56
2789,56
2790,56
2791,56
2792,56
2793,56
2794,56
2795,56
2796,56
2797,56
2798,56
2799,56
2800,56
2801,56
2802,56
2803,56
2804,56
2805,56
2806,56
2807,56
2808,56
2809,56
2810,56
2811,56
2812,56
2813,56
2814,56
2815,56
2816,56
2817,56
2818,56
2819,56
2820,56
2821,56
2822,56
2823,56
2824,56
2825,56
2826,56
2827,56
2828,56
2829,56
2830,56
2831,56
2832,56
2833,56
2834,56
2835,56
2836,56
2837,56
2838,56
2839,56
2840,56
2841,56
2842,56
2843,56
2844,56
2845,56
2846,56
2847,56
2848,56
2849,56
2850,56
2851,56
2852,56
2853,56
2854,56
2855,56
2856,56
2857,56
2858,56
2859,56
2860,56
2861,56
2862,56
2863,56
2864,56
2865,56
2866,56
2867,56
2868,56
2869,56
2870,56
2871,56
2872,56
2873,56
2874,56
2875,56
2876,56
2877,56
2878,56
2879,56
2880,56
2881,56
2882,56
2883,56
2884,56
2885,56
2886,56
2887,56
2888,56
2889,56
2890,56
2891,56
2892,56
2893,56
2894,56
2895,56
2896,56
2897,56
2898,56
2899,56
2900,56
2901,56
2902,56
2903,56
2904,56
2905,56
2906,56
2907,56
2908,56
2909,56
2910,56
2911,56
2912,56
2913,56
2914,56
2915,56
2916,56
2917,56
2918,56
2919,56
2920,56
2921,56
2922,56
2923,56
2924,56
2925,56
2926,56
2927,56
2928,56
2929,56
2930,56
2931,56
2932,56
2933,56
2934,56
2935,56
2936,56
2937,56
2938,56
2939,56
2940,56
2941,56
2942,56
2943,56
2944,56
2945,56
2946,56
2947,56
2948,56
2949,56
2950,56
2951,56
2952,56
2953,56
2954,56
2955,56
2956,56
2957,56
2958,56
2959,56
2960,56
2961,56
2962,56
2963,56
2964,56
2965,56
2966,56
2967,56
2968,56
2969,56
2970,56
2971,56
2972,56
2973,56
2974,56
2975,56
2976,56
2977,56
2978,56
2979,56
2980,56
2981,56
2982,56
2983,56
2984,56
2985,56
2986,56
2987,56
2988,56
2989,56
2990,56
2991,56
2992,56
2993,56
2994,56
2995,56
2996,56
2997,56
